"datasetid","doi"
45428,"10.1016/j.yqres.2015.09.002"
45429,"10.1016/j.yqres.2015.09.002"
45430,"10.1016/j.yqres.2015.09.002"
45431,"10.1016/j.yqres.2015.09.002"
45432,"10.1016/j.yqres.2015.09.002"
45433,"10.1016/j.yqres.2015.09.002"
45434,"10.1016/j.yqres.2015.09.002"
45435,"10.1016/j.yqres.2015.09.002"
45436,"10.1016/j.yqres.2015.09.002"
45437,"10.1016/j.yqres.2015.09.002"
45438,"10.1016/j.yqres.2015.09.002"
45439,"10.1016/j.yqres.2015.09.002"
45440,"10.1016/j.yqres.2015.09.002"
45441,"10.1016/j.yqres.2015.09.002"
45442,"10.1016/j.yqres.2015.09.002"
45443,"10.1016/j.yqres.2015.09.002"
45444,"10.1016/j.yqres.2015.09.002"
45445,"10.1016/j.yqres.2015.09.002"
45446,"10.1016/j.yqres.2015.09.002"
45447,"10.1016/j.yqres.2015.09.002"
45448,"10.1016/j.yqres.2015.09.002"
45449,"10.1016/j.yqres.2015.09.002"
45450,"10.1016/j.yqres.2015.09.002"
45451,"10.1016/j.yqres.2015.09.002"
45452,"10.1016/j.yqres.2015.09.002"
45453,"10.1016/j.yqres.2015.09.002"
45454,"10.1016/j.yqres.2015.09.002"
45455,"10.1016/j.yqres.2015.09.002"
45456,"10.1016/j.yqres.2015.09.002"
45457,"10.1016/j.yqres.2015.09.002"
45458,"10.1016/j.yqres.2015.09.002"
45459,"10.1016/j.yqres.2015.09.002"
45460,"10.1016/j.yqres.2015.09.002"
45461,"10.1016/j.yqres.2015.09.002"
45462,"10.1016/j.yqres.2015.09.002"
45463,"10.1016/j.yqres.2015.09.002"
45464,"10.1016/j.yqres.2015.09.002"
45465,"10.1016/j.yqres.2015.09.002"
45466,"10.1016/j.yqres.2015.09.002"
45467,"10.1016/j.yqres.2015.09.002"
45468,"10.1016/j.yqres.2015.09.002"
45469,"10.1016/j.yqres.2015.09.002"
45470,"10.1016/j.yqres.2015.09.002"
45471,"10.1016/j.yqres.2015.09.002"
45472,"10.1016/j.yqres.2015.09.002"
45473,"10.1016/j.yqres.2015.09.002"
45474,"10.1016/j.yqres.2015.09.002"
45475,"10.1016/j.yqres.2015.09.002"
45476,"10.1016/j.yqres.2015.09.002"
45477,"10.1016/j.yqres.2015.09.002"
45478,"10.1016/j.yqres.2015.09.002"
45539,"10.2307/2261010"
45628,"10.3389/fevo.2018.00111"
45628,"10.1038/s41477-018-0205-y"
45629,"10.3389/fevo.2018.00111"
45629,"10.1038/s41477-018-0205-y"
45630,"10.3389/fevo.2018.00111"
45630,"10.1038/s41477-018-0205-y"
45632,"10.3389/fevo.2018.00111"
45632,"10.1038/s41477-018-0205-y"
45633,"10.3389/fevo.2018.00111"
45633,"10.1038/s41477-018-0205-y"
45634,"10.1007/s10933-008-9254-y"
45635,"10.1007/s10933-008-9254-y"
45636,"10.1007/s10933-008-9254-y"
45637,"10.1007/s10933-008-9254-y"
45638,"10.1007/s10933-008-9254-y"
45639,"10.1007/s10933-008-9254-y"
45640,"10.1007/s10933-008-9254-y"
45642,"10.1007/s10933-008-9254-y"
45645,"10.1038/s41598-019-38626-3"
45646,"10.1038/s41598-019-38626-3"
45647,"10.1111/jbi.13628"
45648,"10.1111/jbi.13628"
45651,"doi.org/10.1007/s00334-019-00743-4"
45652,"doi.org/10.1007/s00334-019-00743-4"
45770,"10.1007/BF00226322"
45771,"10.1007/BF00226322"
45772,"10.1007/BF00226322"
45773,"10.1007/BF00226322"
45774,"10.1007/BF00226322"
45775,"10.1007/BF00226322"
45776,"10.1007/BF00226322"
45777,"10.1007/BF00226322"
45778,"10.1007/BF00226322"
45779,"10.1007/BF00226322"
45780,"10.1007/BF00226322"
45781,"10.1007/BF00226322"
45782,"10.1007/BF00226322"
45783,"10.1007/BF00226322"
45784,"10.1007/BF00226322"
45785,"10.1007/BF00226322"
45786,"10.1007/BF00226322"
45787,"10.1007/BF00226322"
45788,"10.1007/BF00226322"
45789,"10.1007/BF00226322"
45790,"10.1007/BF00226322"
45791,"10.1007/BF00226322"
45792,"10.1007/BF00226322"
45793,"10.1007/BF00226322"
45794,"10.1007/BF00226322"
45795,"10.1007/BF00226322"
45796,"10.1007/BF00226322"
45797,"10.1007/BF00226322"
45798,"10.1007/BF00226322"
45799,"10.1007/BF00226322"
45800,"10.1007/BF00226322"
45801,"10.1007/BF00226322"
45802,"10.1007/BF00226322"
45803,"10.1007/BF00226322"
45804,"10.1007/BF00226322"
45805,"10.1007/BF00226322"
45806,"10.1007/BF00226322"
45807,"10.1007/BF00226322"
45808,"10.1007/BF00226322"
45809,"10.1007/BF00226322"
45810,"10.1007/BF00226322"
45811,"10.1007/BF00226322"
45812,"10.1007/BF00226322"
45813,"10.1007/BF00226322"
45814,"10.1007/BF00226322"
45815,"10.1016/j.quascirev.2020.106245"
45816,"10.1016/j.quascirev.2020.106245"
45820,"10.1016/j.quascirev.2020.106245"
45821,"10.1016/j.quascirev.2011.12.008"
45822,"10.1111/j.1469-8137.1972.tb01285.x"
46128,"10.1177/0959683619875807"
46129,"10.1177/0959683619875807"
46130,"10.1177/0959683619875807"
46131,"10.1177/0959683619875807"
46132,"10.1177/0959683619875807"
46233,"10.1007/BF00226322"
46234,"10.1007/BF00226322"
46237,"10.1007/BF00226322"
46241,"10.1007/BF00226322"
46242,"10.1007/BF00226322"
46263,"10.1007/BF00226322"
46265,"10.1139/f04-015"
46266,"10.1111/j.1469-8137.1993.tb03876.x"
46267,"10.1111/j.1469-8137.1993.tb03876.x"
46272,"10.1007/BF00226322"
46272,"10.1007/BF00026639"
46273,"10.1007/BF00226322"
46274,"10.1007/BF00226322"
46279,"doi: 10.1017/RDC.2018.47"
46280,"doi: 10.1017/RDC.2018.47"
46281,"doi: 10.1017/RDC.2018.47"
46294,"10.1007/s00248-009-9552-6"
46295,"10.1007/s00248-009-9552-6"
46296,"10.1007/s00248-009-9552-6"
46297,"10.1007/s00248-009-9552-6"
46298,"10.1007/s00248-009-9552-6"
46299,"10.1007/s00248-009-9552-6"
46300,"10.1007/s00248-009-9552-6"
46301,"10.1007/s00248-009-9552-6"
46302,"10.1007/s00248-009-9552-6"
46303,"10.1007/s00248-009-9552-6"
46304,"10.1007/s00248-009-9552-6"
46305,"10.1007/s00248-009-9552-6"
46306,"10.1007/s00248-009-9552-6"
46307,"10.1007/s00248-009-9552-6"
46308,"10.1007/s00248-009-9552-6"
46309,"10.1007/s00248-009-9552-6"
46310,"10.1007/s00248-009-9552-6"
46311,"10.1007/s00248-009-9552-6"
46312,"10.1007/s00248-009-9552-6"
46313,"10.1007/s00248-009-9552-6"
46314,"10.1007/s00248-009-9552-6"
46315,"10.1007/s00248-009-9552-6"
46316,"10.1007/s00248-009-9552-6"
46317,"10.1007/s00248-009-9552-6"
46318,"10.1007/s00248-009-9552-6"
46319,"10.1007/s00248-009-9552-6"
46320,"10.1007/s00248-009-9552-6"
46321,"10.1007/s00248-009-9552-6"
46322,"10.1007/s00248-009-9552-6"
46323,"10.1007/s00248-009-9552-6"
46324,"10.1007/s00248-009-9552-6"
46325,"10.1007/s00248-009-9552-6"
46326,"10.1007/s00248-009-9552-6"
46327,"10.1007/s00248-009-9552-6"
46328,"10.1007/s00248-009-9552-6"
46329,"10.1007/s00248-009-9552-6"
46330,"10.1007/s00248-009-9552-6"
46331,"10.1007/s00248-009-9552-6"
46332,"10.1007/s00248-009-9552-6"
46333,"10.1007/s00248-009-9552-6"
46334,"10.1007/s00248-009-9552-6"
46335,"10.1007/s00248-009-9552-6"
46336,"10.1007/s00248-009-9552-6"
46337,"10.1007/s00248-009-9552-6"
46338,"10.1007/s00248-009-9552-6"
46339,"10.1007/s00248-009-9552-6"
46340,"10.1007/s00248-009-9552-6"
46341,"10.1007/s00248-009-9552-6"
46342,"10.1007/s00248-009-9552-6"
46343,"10.1007/s00248-009-9552-6"
46344,"10.1007/s00248-009-9552-6"
46345,"10.1007/s00248-009-9552-6"
46346,"10.1007/s00248-009-9552-6"
46347,"10.1007/s00248-009-9552-6"
46348,"10.1007/s00248-009-9552-6"
46349,"10.1007/s00248-009-9552-6"
46350,"10.1007/s00248-009-9552-6"
46351,"10.1007/s00248-009-9552-6"
46352,"10.1007/s00248-009-9552-6"
46353,"10.1007/s00248-009-9552-6"
46354,"10.1007/s00248-009-9552-6"
46355,"10.1007/s00248-009-9552-6"
46356,"10.1007/s00248-009-9552-6"
46357,"10.1007/s00248-009-9552-6"
46358,"10.1007/s00248-009-9552-6"
46359,"10.1007/s00248-009-9552-6"
46360,"10.1007/s00248-009-9552-6"
46361,"10.1007/s00248-009-9552-6"
46362,"10.1007/s00248-009-9552-6"
46363,"10.1007/s00248-009-9552-6"
46364,"10.1007/s00248-009-9552-6"
46365,"10.1007/s00248-009-9552-6"
46366,"10.1007/s00248-009-9552-6"
46367,"10.1007/s00248-009-9552-6"
46368,"10.1007/s00248-009-9552-6"
46369,"10.1007/s00248-009-9552-6"
46370,"10.1007/s00248-009-9552-6"
46371,"10.1007/s00248-009-9552-6"
46372,"10.1007/s00248-009-9552-6"
46373,"10.1007/s00248-009-9552-6"
46374,"10.1007/s00248-009-9552-6"
46375,"10.1007/s00248-009-9552-6"
46376,"10.1007/s00248-009-9552-6"
46377,"10.1007/s00248-009-9552-6"
46378,"10.1007/s00248-009-9552-6"
46379,"10.1007/s00248-009-9552-6"
46380,"10.1007/s00248-009-9552-6"
46381,"10.1007/s00248-009-9552-6"
46382,"10.1007/s00248-009-9552-6"
46383,"10.1007/s00248-009-9552-6"
46384,"10.1007/s00248-009-9552-6"
46385,"10.1007/s00248-009-9552-6"
46386,"10.1007/s00248-009-9552-6"
46387,"10.1007/s00248-009-9552-6"
46388,"10.1007/s00248-009-9552-6"
46389,"10.1007/s00248-009-9552-6"
46390,"10.1007/s00248-009-9552-6"
46391,"10.1007/s00248-009-9552-6"
46392,"10.1007/s00248-009-9552-6"
46393,"10.1007/s00248-009-9552-6"
46394,"10.1007/s00248-009-9552-6"
46395,"10.1007/s00248-009-9552-6"
46396,"10.1007/s00248-009-9552-6"
46397,"10.1007/s00248-009-9552-6"
46398,"10.1007/s00248-009-9552-6"
46399,"10.1007/s00248-009-9552-6"
46400,"10.1007/s00248-009-9552-6"
46401,"10.1007/s00248-009-9552-6"
46402,"10.1007/s00248-009-9552-6"
46403,"10.1007/s00248-009-9552-6"
46404,"10.1007/s00248-009-9552-6"
46405,"10.1007/s00248-009-9552-6"
46406,"10.1007/s00248-009-9552-6"
46407,"10.1007/s00248-009-9552-6"
46408,"10.1007/s00248-009-9552-6"
46409,"10.1007/s00248-009-9552-6"
46410,"10.1007/s00248-009-9552-6"
46411,"10.1007/s00248-009-9552-6"
46412,"10.1007/s00248-009-9552-6"
46413,"10.1007/s00248-009-9552-6"
46414,"10.1007/s00248-009-9552-6"
46415,"10.1007/s00248-009-9552-6"
46416,"10.1007/s00248-009-9552-6"
46417,"10.1007/s00248-009-9552-6"
46418,"10.1007/s00248-009-9552-6"
46419,"10.1007/s00248-009-9552-6"
46420,"10.1007/s00248-009-9552-6"
46421,"10.1007/s00248-009-9552-6"
46422,"10.1007/s00248-009-9552-6"
46423,"10.1007/s00248-009-9552-6"
46424,"10.1007/s00248-009-9552-6"
46425,"10.1007/s00248-009-9552-6"
46426,"10.1007/s00248-009-9552-6"
46427,"10.1007/s00248-009-9552-6"
46428,"10.1007/s00248-009-9552-6"
46429,"10.1007/s00248-009-9552-6"
46430,"10.1007/s00248-009-9552-6"
46431,"10.1007/s00248-009-9552-6"
46432,"10.1007/s00248-009-9552-6"
46433,"10.1007/s00248-009-9552-6"
46434,"10.1007/s00248-009-9552-6"
46435,"10.1007/s00248-009-9552-6"
46436,"10.1007/s00248-009-9552-6"
46437,"10.1007/s00248-009-9552-6"
46438,"10.1007/s00248-009-9552-6"
46439,"10.1007/s00248-009-9552-6"
46440,"10.1007/s00248-009-9552-6"
46441,"10.1007/s00248-009-9552-6"
46442,"10.1007/s00248-009-9552-6"
46443,"10.1007/s00248-009-9552-6"
46444,"10.1111/j.1502-3885.2000.tb01209.x"
46445,"10.1111/j.1502-3885.2000.tb01209.x"
46446,"10.1046/j.1365-2745.2002.00697.x"
46447,"10.1046/j.1365-2745.2002.00697.x"
46450,"https://doi.org/10.1017/S0033822200042442"
46451,"https://doi.org/10.1016/j.quaint.2008.04.021"
46451,"https://doi.org/10.1017/S0033822200042442"
46451,"https://doi.org/10.1016/j.quaint.2009.09.022"
46452,"https://doi.org/10.1016/j.quaint.2008.04.021"
46453,"https://doi.org/10.1016/j.quaint.2008.04.021"
46454,"https://doi.org/10.1017/S0033822200042442"
46455,"https://doi.org/10.1016/j.quaint.2008.04.021"
46455,"https://doi.org/10.1017/S0033822200042442"
46455,"https://doi.org/10.1016/j.quaint.2009.09.022"
46456,"https://doi.org/10.1016/j.quaint.2008.04.021"
46456,"https://doi.org/10.1017/S0033822200042442"
46457,"https://doi.org/10.1016/j.quaint.2008.04.021"
46457,"https://doi.org/10.1017/S0033822200042442"
46457,"https://doi.org/10.1016/j.quaint.2009.09.022"
46458,"https://doi.org/10.1111/j.1502-3885.2002.tb01051.x"
46459,"https://doi.org/10.1111/j.1502-3885.2002.tb01051.x"
46459,"https://doi.org/10.1002/1099-1417(200009)15:6<581::AID-JQS558>3.0.CO;2-3"
46460,"10.1016/j.palaeo.2016.08.004"
46461,"10.1016/j.palaeo.2016.08.004"
46462,"10.1016/j.palaeo.2016.08.004"
46463,"https://doi.org/10.1111/j.1502-3885.2002.tb01051.x"
46464,"https://doi.org/10.1111/j.1502-3885.2002.tb01051.x"
46464,"https://doi.org/10.1002/1099-1417(200009)15:6<581::AID-JQS558>3.0.CO;2-3"
46465,"10.1007/s00334-011-0339-6"
46466,"10.1007/s00334-011-0339-6"
46467,"10.1016/j.quascirev.2007.07.001"
46467,"10.1016/S1571-0866(07)80043-1"
46468,"10.1017/S0033822200041230"
46469,"10.1017/S0033822200041230"
46470,"10.1006/qres.1993.1060"
46471,"10.1006/qres.1993.1060"
46472,"10.1007/s10531-016-1051-8"
46473,"10.1007/s10531-016-1051-8"
46474,"10.2478/s13386-011-0016-7"
46475,"10.2478/s13386-011-0016-7"
46476,"https://doi.org/10.1017/S0033822200019317"
46477,"https://doi.org/10.1017/S0033822200019317"
46478,"10.1016/j.yqres.2015.03.006"
46479,"10.1007/s10531-016-1051-8"
46479,"10.1016/j.yqres.2015.03.006"
46480,"doi:10.1016/j.quaint.2008.12.006"
46481,"doi:10.1016/j.quaint.2008.12.006"
46486,"10.1016/j.yqres.2011.01.007"
46487,"10.1016/j.yqres.2011.01.007"
46488,"10.1016/j.yqres.2011.01.007"
46489,"10.1017/S0033822200041230"
46490,"10.1017/S0033822200041230"
46493,"10.1016/j.revpalbo.2008.06.004"
46494,"10.1016/j.revpalbo.2008.06.004"
46495,"10.1016/j.revpalbo.2008.06.004"
46496,"10.1016/j.revpalbo.2008.06.004"
46497,"10.1016/j.revpalbo.2008.06.004"
46498,"10.1016/j.revpalbo.2008.06.004"
46499,"10.1016/j.revpalbo.2008.06.004"
46500,"10.1016/j.revpalbo.2008.06.004"
46501,"10.1016/j.revpalbo.2008.06.004"
46502,"10.1016/j.revpalbo.2008.06.004"
46503,"10.1016/j.revpalbo.2008.06.004"
46504,"10.1016/j.revpalbo.2008.06.004"
46505,"10.1016/j.revpalbo.2008.06.004"
46506,"10.1016/j.revpalbo.2008.06.004"
46507,"10.1016/j.revpalbo.2008.06.004"
46508,"10.1016/j.revpalbo.2008.06.004"
46511,"https://doi.org/10.1134/S1067413616040056"
46512,"https://doi.org/10.1134/S1067413616040056"
46513,"https://doi.org/10.1017/S0033822200019317"
46514,"https://doi.org/10.1017/S0033822200019317"
46515,"https://doi.org/10.1080/11035890401264363"
46516,"https://doi.org/10.1080/11035890401264363"
46523,"10.7202/033138ar"
46529,"10.1080/03122417.2003.11681757"
46534,"10.1007/BF00045491"
46534,"10.1016/0031-0182(95)00124-5"
46534,"10.1016/S0277-3791(96)00051-0"
46535,"10.1007/BF00045491"
46535,"10.1016/0031-0182(95)00124-5"
46535,"10.1016/S0277-3791(96)00051-0"
46547,"10.1139/f04-015"
46548,"10.1139/f04-015"
46549,"10.1139/f04-015"
46550,"10.1139/f04-015"
46551,"10.1139/f04-015"
46552,"10.1139/f04-015"
46553,"10.1139/f04-015"
46554,"10.1139/f04-015"
46555,"10.1139/f04-015"
46556,"10.1139/f04-015"
46557,"10.1139/f04-015"
46558,"10.1139/f04-015"
46559,"10.1139/f04-015"
46560,"10.1139/f04-015"
46561,"10.1139/f04-015"
46562,"10.1139/f04-015"
46563,"10.1139/f04-015"
46564,"10.1139/f04-015"
46565,"10.1139/f04-015"
46566,"10.1139/f04-015"
46567,"10.1139/f04-015"
46568,"10.1139/f04-015"
46569,"10.1139/f04-015"
46570,"10.1139/f04-015"
46571,"10.1139/f04-015"
46572,"10.1139/f04-015"
46573,"10.1139/f04-015"
46574,"10.1139/f04-015"
46575,"10.1139/f04-015"
46576,"10.1139/f04-015"
46577,"10.1139/f04-015"
46578,"10.1139/f04-015"
46579,"10.1139/f04-015"
46580,"10.1139/f04-015"
46581,"10.1139/f04-015"
46582,"10.1139/f04-015"
46583,"10.1139/f04-015"
46584,"10.1139/f04-015"
46585,"10.1139/f04-015"
46586,"10.1139/f04-015"
46587,"10.1139/f04-015"
46588,"10.1139/f04-015"
46589,"10.1139/f04-015"
46590,"10.1139/f04-015"
46591,"10.1139/f04-015"
46592,"10.1139/f04-015"
46593,"10.1139/f04-015"
46594,"10.1139/f04-015"
46595,"10.1139/f04-015"
46596,"10.1139/f04-015"
46597,"10.1139/f04-015"
46598,"10.1139/f04-015"
46599,"10.1139/f04-015"
46600,"10.1139/f04-015"
46601,"10.1139/f04-015"
46602,"10.1016/j.quascirev.2017.04.028"
46603,"10.1016/j.quascirev.2017.04.028"
46608,"10.1098/rstb.1977.0001"
46609,"10.1890/11-0283.1"
46609,"10.4996/fireecology.0702066"
46610,"10.1890/11-0283.1"
46611,"10.2113/gsrocky.49.1.61"
46611,"10.1890/11-0283.1"
46611,"10.4996/fireecology.0702066"
46612,"10.1890/11-0283.1"
46612,"10.4996/fireecology.0702066"
46613,"10.1890/11-0283.1"
46614,"10.1080/01916122.2017.1356392"
46615,"10.1080/01916122.2017.1356392"
46616,"10.1080/01916122.2017.1356392"
46617,"10.1080/01916122.2017.1356392"
46618,"10.1080/01916122.2017.1356392"
46619,"10.1080/01916122.2017.1356392"
46620,"10.1080/01916122.2017.1356392"
46621,"10.1080/01916122.2017.1356392"
46622,"10.1080/01916122.2017.1356392"
46623,"10.1080/01916122.2017.1356392"
46624,"10.1080/01916122.2017.1356392"
46625,"10.1080/01916122.2017.1356392"
46626,"10.1080/01916122.2017.1356392"
46627,"10.1080/01916122.2017.1356392"
46628,"10.1080/01916122.2017.1356392"
46631,"10.1080/00173134.2018.1510027"
46632,"10.1080/00173134.2018.1510027"
46633,"10.1080/00173134.2018.1510027"
46634,"10.1080/00173134.2018.1510027"
46635,"10.1080/00173134.2018.1510027"
46636,"10.1080/00173134.2018.1510027"
46637,"10.1080/00173134.2018.1510027"
46638,"10.1080/00173134.2018.1510027"
46639,"10.1080/00173134.2018.1510027"
46640,"10.1080/00173134.2018.1510027"
46641,"10.1080/00173134.2018.1510027"
46642,"10.1080/00173134.2018.1510027"
46657,"10.1016/j.quascirev.2017.08.012"
46671,"10.3389/feart.2019.00104"
46672,"10.3389/feart.2019.00104"
46679,"https://doi.org/10.1130/2020.2548(05)"
46685,"Palaeogeography, Palaeoclimatology, Palaeoecology"
46686,"10.1017/qua.2017.48"
46687,"10.1017/qua.2017.48"
46688,"10.1191/09596830195726"
46689,"10.1191/09596830195726"
46690,"10.1016/j.yqres.2009.02.005"
46691,"10.1016/j.yqres.2009.02.005"
46691,"10.1007/s00334-010-0276-9"
46692,"10.1007/s00334-010-0276-9"
46693,"10.1007/s00334-010-0276-9"
46696,"Palaeogeography, Palaeoclimatology, Palaeoecology"
46697,"10.1017/qua.2017.48"
46698,"10.1017/qua.2017.48"
46699,"10.1073/pnas.0703874104"
46699,"10.1073/pnas.1611028113"
46700,"10.1016/j.palaeo.2010.01.025"
46702,"10.1007/BF00198613"
46703,"10.1016/j.paleo.2009.08.008"
46704,"10.1016/j.paleo.2009.08.008"
46705,"10.1016/j.quaint.2015.08.027"
46706,"10.1016/j.quaint.2015.08.027"
46707,"10.1016/j.quaint.2015.08.027"
46708,"10.1002/jqs.2825"
46709,"10.1002/jqs.2825"
46710,"10.1177/0959683616675937"
46711,"10.1177/0959683616675937"
46712,"10.1002/jqs.2825"
46728,"10.1006/qres.1998.1967"
46728,"10.1016/S0031-0182(00)00242-X"
46799,"10.1130/2018.2536(13)"
46802,"10.1177/0959683607086767"
46803,"10.1177/0959683616670217"
46808,"10.1016/j.gloplacha.2020.103135"
46809,"10.1016/j.gloplacha.2020.103135"
46810,"10.1016/j.gloplacha.2020.103135"
46811,"10.1016/j.gloplacha.2020.103135"
46812,"10.1016/j.gloplacha.2020.103135"
46813,"10.1016/j.gloplacha.2020.103135"
46814,"10.1016/j.gloplacha.2020.103135"
46815,"10.1016/j.gloplacha.2020.103135"
46816,"10.1016/j.gloplacha.2020.103135"
46817,"10.1016/j.gloplacha.2020.103135"
46818,"10.1016/j.gloplacha.2020.103135"
46819,"10.1016/j.gloplacha.2020.103135"
46820,"10.1016/j.gloplacha.2020.103135"
46821,"10.1016/j.gloplacha.2020.103135"
46822,"10.1016/j.gloplacha.2020.103135"
46823,"10.1016/j.gloplacha.2020.103135"
46824,"10.1016/j.gloplacha.2020.103135"
46825,"10.1016/j.gloplacha.2020.103135"
46826,"10.1016/j.gloplacha.2020.103135"
46827,"10.1016/j.gloplacha.2020.103135"
46828,"10.1016/j.gloplacha.2020.103135"
46829,"10.1016/j.gloplacha.2020.103135"
46830,"10.1016/j.gloplacha.2020.103135"
46831,"10.1016/j.gloplacha.2020.103135"
46832,"10.1016/j.gloplacha.2020.103135"
46833,"10.1016/j.gloplacha.2020.103135"
46834,"10.1016/j.gloplacha.2020.103135"
46835,"10.1016/j.gloplacha.2020.103135"
46836,"10.1016/j.gloplacha.2020.103135"
46837,"10.1016/j.gloplacha.2020.103135"
46838,"10.1016/j.gloplacha.2020.103135"
46839,"10.1098/rstb.2006.1988"
46839,"doi-org.ezproxy.uct.ac.za/10.1007/s10021-009-9284-y"
46840,"doi-org.ezproxy.uct.ac.za/10.1007/s10021-009-9284-y"
46841,"10.1098/rstb.2006.1988"
46841,"doi-org.ezproxy.uct.ac.za/10.1007/s10021-009-9284-y"
46841,"doi.org/10.1016/j.palaeo.2012.08.015"
46842,"10.1016/j.gloplacha.2020.103135"
46843,"10.1016/j.gloplacha.2020.103135"
46844,"10.1016/j.gloplacha.2020.103135"
46845,"10.1016/j.gloplacha.2020.103135"
46846,"10.1016/j.gloplacha.2020.103135"
46847,"10.1016/j.gloplacha.2020.103135"
46848,"10.1016/j.gloplacha.2020.103135"
46849,"10.1016/j.gloplacha.2020.103135"
46850,"10.1016/j.gloplacha.2020.103135"
46851,"10.1016/j.gloplacha.2020.103135"
46852,"10.1016/j.gloplacha.2020.103135"
46853,"10.1016/j.gloplacha.2020.103135"
46854,"10.1016/j.gloplacha.2020.103135"
46855,"10.1016/j.gloplacha.2020.103135"
46856,"10.1016/j.gloplacha.2020.103135"
46857,"10.1016/j.gloplacha.2020.103135"
46858,"10.1016/j.gloplacha.2020.103135"
46859,"10.1016/j.gloplacha.2020.103135"
46860,"10.1016/j.gloplacha.2020.103135"
46861,"10.1016/j.gloplacha.2020.103135"
46862,"10.1016/j.gloplacha.2020.103135"
46863,"10.1016/j.gloplacha.2020.103135"
46864,"10.1016/j.gloplacha.2020.103135"
46865,"10.1016/j.gloplacha.2020.103135"
46866,"10.1016/j.gloplacha.2020.103135"
46867,"10.1016/j.gloplacha.2020.103135"
46868,"10.1016/j.gloplacha.2020.103135"
46869,"10.1016/j.gloplacha.2020.103135"
46870,"10.1016/j.gloplacha.2020.103135"
46871,"10.1016/j.gloplacha.2020.103135"
46872,"10.1016/j.gloplacha.2020.103135"
46873,"10.1016/j.gloplacha.2020.103135"
46874,"10.1016/j.gloplacha.2020.103135"
46875,"10.1016/j.gloplacha.2020.103135"
46876,"10.1016/j.gloplacha.2020.103135"
46877,"10.1016/j.gloplacha.2020.103135"
46878,"10.1016/j.gloplacha.2020.103135"
46879,"10.1016/j.gloplacha.2020.103135"
46880,"10.1016/j.gloplacha.2020.103135"
46881,"10.1016/j.gloplacha.2020.103135"
46882,"10.1016/j.gloplacha.2020.103135"
46883,"10.1016/j.gloplacha.2020.103135"
46884,"10.1016/j.gloplacha.2020.103135"
46885,"10.1016/j.gloplacha.2020.103135"
46886,"10.1016/j.gloplacha.2020.103135"
46887,"10.1016/j.gloplacha.2020.103135"
46888,"10.1016/j.gloplacha.2020.103135"
46889,"10.1016/j.gloplacha.2020.103135"
46890,"10.1016/j.gloplacha.2020.103135"
46891,"10.1016/j.gloplacha.2020.103135"
46892,"10.1016/j.gloplacha.2020.103135"
46893,"10.1016/j.gloplacha.2020.103135"
46894,"10.1016/j.gloplacha.2020.103135"
46895,"10.1016/j.gloplacha.2020.103135"
46896,"10.1016/j.gloplacha.2020.103135"
46897,"10.1016/j.gloplacha.2020.103135"
46898,"10.1016/j.gloplacha.2020.103135"
46899,"10.1016/j.gloplacha.2020.103135"
46900,"10.1016/j.gloplacha.2020.103135"
46901,"10.1016/j.gloplacha.2020.103135"
46902,"10.1016/j.gloplacha.2020.103135"
46903,"10.1016/j.gloplacha.2020.103135"
46904,"10.1016/j.gloplacha.2020.103135"
46905,"10.1016/j.gloplacha.2020.103135"
46906,"10.1016/j.gloplacha.2020.103135"
46907,"10.1016/j.gloplacha.2020.103135"
46908,"10.1016/j.gloplacha.2020.103135"
46909,"10.1016/j.gloplacha.2020.103135"
46910,"10.1016/j.gloplacha.2020.103135"
46911,"10.1016/j.gloplacha.2020.103135"
46912,"10.1016/j.gloplacha.2020.103135"
46913,"10.1016/j.gloplacha.2020.103135"
46914,"10.1016/j.gloplacha.2020.103135"
46915,"10.1016/j.gloplacha.2020.103135"
46916,"10.1016/j.gloplacha.2020.103135"
46917,"10.1016/j.gloplacha.2020.103135"
46918,"10.1016/j.gloplacha.2020.103135"
46919,"10.1016/j.gloplacha.2020.103135"
46920,"10.1016/j.gloplacha.2020.103135"
46921,"10.1016/j.gloplacha.2020.103135"
46922,"10.1016/j.gloplacha.2020.103135"
46923,"10.1016/j.gloplacha.2020.103135"
46924,"10.1016/j.gloplacha.2020.103135"
46925,"10.1016/j.gloplacha.2020.103135"
46926,"10.1016/j.gloplacha.2020.103135"
46927,"10.1016/j.gloplacha.2020.103135"
46928,"10.1016/j.gloplacha.2020.103135"
46929,"10.1016/j.gloplacha.2020.103135"
46930,"10.1016/j.gloplacha.2020.103135"
46931,"10.1016/j.gloplacha.2020.103135"
46932,"10.1016/j.gloplacha.2020.103135"
46933,"10.1016/j.gloplacha.2020.103135"
46934,"10.1016/j.gloplacha.2020.103135"
46935,"10.1016/j.gloplacha.2020.103135"
46936,"10.1016/j.gloplacha.2020.103135"
46937,"10.1016/j.gloplacha.2020.103135"
46938,"10.1016/j.gloplacha.2020.103135"
46939,"10.1016/j.gloplacha.2020.103135"
46940,"10.1016/j.gloplacha.2020.103135"
46941,"10.1016/j.gloplacha.2020.103135"
46942,"10.1016/j.gloplacha.2020.103135"
46943,"10.1016/j.gloplacha.2020.103135"
46944,"10.1016/j.gloplacha.2020.103135"
46945,"10.1016/j.gloplacha.2020.103135"
46946,"10.1016/j.gloplacha.2020.103135"
46947,"10.1016/j.gloplacha.2020.103135"
